mes_ano,metodo_pagamento,status_finalizacao,qtd_total,tpv,user_id
2024-07,CreditCard,recusado_por_risco,3,297.00,2161
2024-07,Pix,integrado,208,23721.14,2161
2024-09,Pix,integrado,90,10593.12,2161
2024-08,Boleto,integrado,39,4679.20,2161
2024-07,Pix,cancelado,98,10753.88,2161
2024-08,Pix,integrado,207,24541.25,2161
2024-08,Pix,cancelado,80,8738.40,2161
2024-07,CreditCard,cancelado,37,4664.29,2161
2024-09,Pix,cancelado,51,6151.04,2161
2024-08,CreditCard,integrado,131,16028.00,2161
2024-09,Boleto,integrado,35,4204.79,2161
2024-07,Boleto,integrado,44,5192.31,2161
2024-08,CreditCard,cancelado,27,3075.02,2161
2024-09,CreditCard,recusado_por_risco,4,581.72,2161
2024-07,CreditCard,integrado,159,19919.77,2161
2024-09,Pix,integrado,221,45161.85,2162
2024-08,Boleto,integrado,33,6716.29,2162
2024-09,Boleto,integrado,27,5776.59,2162
2024-09,Pix,cancelado,16,2751.10,2162
2024-07,CreditCard,integrado,243,56099.30,2162
2024-07,Boleto,integrado,19,4076.09,2162
2024-08,CreditCard,cancelado,49,9672.27,2162
2024-08,CreditCard,integrado,264,57068.43,2162
2024-07,Pix,cancelado,12,3809.38,2162
2024-08,Pix,integrado,295,59215.41,2162
2024-07,Pix,integrado,185,39787.66,2162
2024-08,Pix,cancelado,27,5148.42,2162
2024-08,CreditCard,recusado_por_risco,4,654.61,2162
2024-09,CreditCard,cancelado,51,8999.70,2162
2024-09,CreditCard,integrado,225,47765.03,2162
2024-07,CreditCard,cancelado,22,4333.82,2162
2024-09,CreditCard,recusado_por_risco,6,2189.94,2162
2024-08,CreditCard,integrado,22,12133.83,2163
2024-07,Pix,cancelado,9,4266.81,2163
2024-09,CreditCard,integrado,22,11246.29,2163
2024-08,CreditCard,recusado_por_risco,1,499.00,2163
2024-07,CreditCard,cancelado,64,33517.24,2163
2024-09,CreditCard,cancelado,25,12663.34,2163
2024-08,Pix,integrado,14,5712.75,2163
2024-08,Pix,cancelado,10,3260.43,2163
2024-08,CreditCard,cancelado,37,21378.40,2163
2024-07,CreditCard,integrado,22,11432.48,2163
2024-07,Pix,integrado,16,6503.13,2163
2024-07,CreditCard,recusado_por_risco,3,1217.88,2163
2024-09,Pix,integrado,13,5982.13,2163
2024-09,Pix,cancelado,7,3125.70,2163
2024-09,CreditCard,recusado_por_risco,1,499.00,2163
2024-08,CreditCard,integrado,373,41334.22,2164
2024-07,Pix,cancelado,144,15328.62,2164
2024-07,Pix,integrado,136,13568.93,2164
2024-09,Pix,cancelado,154,16588.81,2164
2024-08,Boleto,integrado,43,4459.37,2164
2024-08,Pix,integrado,316,33033.03,2164
2024-09,CreditCard,integrado,226,24801.48,2164
2024-09,CreditCard,recusado_por_risco,8,1011.62,2164
2024-08,CreditCard,cancelado,142,16606.08,2164
2024-07,CreditCard,integrado,157,16833.40,2164
2024-09,Boleto,integrado,39,4117.24,2164
2024-07,Boleto,integrado,28,2733.06,2164
2024-08,Pix,cancelado,206,22251.30,2164
2024-09,CreditCard,cancelado,126,14221.09,2164
2024-08,CreditCard,recusado_por_risco,2,205.65,2164
2024-07,CreditCard,cancelado,76,8675.25,2164
2024-09,Pix,integrado,201,21426.71,2164
2024-07,CreditCard,recusado_por_risco,1,122.63,2164
2024-08,Pix,cancelado,86,19614.67,2165
2024-07,Pix,integrado,150,32493.78,2165
2024-09,Pix,cancelado,83,18556.06,2165
2024-08,Boleto,integrado,23,5158.80,2165
2024-09,Pix,integrado,181,39381.79,2165
2024-07,Pix,cancelado,94,20209.27,2165
2024-08,CreditCard,integrado,156,40632.84,2165
2024-08,CreditCard,cancelado,30,9214.32,2165
2024-09,Boleto,integrado,17,3911.30,2165
2024-07,Boleto,integrado,13,2390.00,2165
2024-09,CreditCard,cancelado,23,6894.32,2165
2024-09,CreditCard,integrado,157,45624.84,2165
2024-08,CreditCard,recusado_por_risco,1,199.19,2165
2024-08,Pix,integrado,219,48659.28,2165
2024-07,CreditCard,cancelado,27,8647.71,2165
2024-07,CreditCard,integrado,140,37701.35,2165
2024-09,CreditCard,recusado_por_risco,3,715.73,2165
2024-07,CreditCard,integrado,31,7637.19,2166
2024-08,Pix,cancelado,22,5456.64,2166
2024-07,Pix,integrado,26,5323.91,2166
2024-07,Pix,cancelado,13,3408.67,2166
2024-08,Boleto,integrado,2,415.53,2166
2024-08,Pix,integrado,29,5989.38,2166
2024-07,CreditCard,recusado_por_risco,3,759.60,2166
2024-08,CreditCard,integrado,29,7615.68,2166
2024-07,CreditCard,cancelado,6,1349.40,2166
2024-08,CreditCard,cancelado,3,1086.64,2166
2024-07,Boleto,integrado,2,493.80,2166
2024-09,CreditCard,cancelado,8,1783.51,2167
2024-07,CreditCard,cancelado,12,2890.71,2167
2024-08,CreditCard,integrado,2,318.00,2167
2024-09,CreditCard,integrado,5,1417.41,2167
2024-08,CreditCard,cancelado,9,2292.62,2167
2024-07,CreditCard,integrado,2,353.57,2167
2024-08,Pix,integrado,9,985.25,2168
2024-08,Pix,cancelado,3,318.76,2168
2024-09,CreditCard,recusado_por_risco,1,181.36,2169
2024-07,Pix,integrado,8,1190.04,2169
2024-07,Pix,cancelado,3,5952.73,2169
2024-08,CreditCard,cancelado,3,753.00,2169
2024-08,CreditCard,integrado,9,1998.93,2169
2024-07,CreditCard,cancelado,1,291.35,2169
2024-08,Pix,integrado,14,3345.18,2169
2024-07,CreditCard,integrado,10,2288.87,2169
2024-09,CreditCard,integrado,3,644.23,2169
2024-09,CreditCard,cancelado,3,544.08,2169
2024-07,Boleto,integrado,2,450.06,2169
2024-09,Pix,integrado,2,357.33,2169
2024-09,Boleto,integrado,1,153.89,2169
2024-08,CreditCard,recusado_por_risco,6,2278.10,2170
2024-07,CreditCard,recusado_por_risco,9,5327.71,2170
2024-09,CreditCard,integrado,27,9219.38,2170
2024-08,Pix,integrado,18,6086.99,2170
2024-09,Pix,cancelado,27,8938.02,2170
2024-09,Pix,integrado,36,11607.72,2170
2024-07,CreditCard,integrado,16,4702.69,2170
2024-07,Pix,integrado,25,8271.32,2170
2024-07,Pix,cancelado,17,4818.30,2170
2024-09,CreditCard,recusado_por_risco,8,2792.18,2170
2024-09,CreditCard,cancelado,72,25489.10,2170
2024-07,CreditCard,cancelado,28,18083.17,2170
2024-08,Pix,cancelado,18,22043.20,2170
2024-08,CreditCard,integrado,28,9276.47,2170
2024-08,CreditCard,cancelado,27,10835.43,2170
2024-09,Boleto,integrado,4,642.72,2171
2024-07,CreditCard,cancelado,30,6902.20,2171
2024-07,Pix,integrado,94,14146.08,2171
2024-08,Pix,cancelado,54,11591.26,2171
2024-07,CreditCard,integrado,112,23916.59,2171
2024-09,CreditCard,integrado,90,18301.62,2171
2024-09,CreditCard,cancelado,20,5271.51,2171
2024-09,Pix,cancelado,30,5240.31,2171
2024-08,CreditCard,cancelado,34,8702.58,2171
2024-08,Boleto,integrado,3,425.57,2171
2024-08,CreditCard,recusado_por_risco,3,591.45,2171
2024-08,CreditCard,integrado,106,23022.34,2171
2024-09,Pix,integrado,82,12739.01,2171
2024-07,Pix,cancelado,52,10492.69,2171
2024-07,Boleto,integrado,3,583.79,2171
2024-08,Pix,integrado,94,14926.54,2171
2024-09,CreditCard,recusado_por_risco,1,145.18,2171
2024-09,Pix,integrado,1,85.40,2172
2024-07,Pix,cancelado,7,981.63,2172
2024-09,Pix,cancelado,2,194.80,2172
2024-08,Pix,integrado,2,199.30,2172
2024-07,CreditCard,recusado_por_risco,2,251.80,2172
2024-07,Boleto,integrado,9,1139.73,2172
2024-09,Boleto,integrado,8,709.25,2172
2024-08,Pix,cancelado,2,189.80,2172
2024-08,Boleto,integrado,7,655.40,2172
2024-07,Pix,integrado,1,119.60,2172
2024-07,CreditCard,cancelado,639,213485.48,2173
2024-09,CreditCard,integrado,991,294191.24,2173
2024-07,Pix,integrado,892,243242.94,2173
2024-08,Pix,cancelado,426,119591.94,2173
2024-08,Pix,integrado,1004,266483.70,2173
2024-08,,cancelado,410,52610.45,2173
2024-09,Pix,integrado,665,170764.34,2173
2024-09,CreditCard,cancelado,551,156945.06,2173
2024-09,,cancelado,59,5393.10,2173
2024-07,CreditCard,recusado_por_risco,33,11436.47,2173
2024-08,CreditCard,recusado_por_risco,45,12429.33,2173
2024-08,Boleto,integrado,5,1415.80,2173
2024-09,Pix,cancelado,263,71187.36,2173
2024-08,Boleto,cancelado,1,235.45,2173
2024-09,CreditCard,recusado_por_risco,62,18339.49,2173
2024-07,Pix,cancelado,397,117560.59,2173
2024-07,CreditCard,integrado,1348,382700.87,2173
2024-08,CreditCard,integrado,1649,460671.67,2173
2024-08,CreditCard,cancelado,563,163039.83,2173
2024-07,,cancelado,187,31116.05,2173
2024-07,Boleto,integrado,1,235.45,2173
2024-07,CreditCard,integrado,1124,179028.12,2174
2024-07,,cancelado,27,449.49,2174
2024-07,Boleto,integrado,47,6311.42,2174
2024-07,CreditCard,cancelado,721,62757.77,2174
2024-08,Pix,integrado,1594,206393.12,2174
2024-08,Pix,cancelado,154,26628.75,2174
2024-07,CreditCard,recusado_por_risco,46,3876.55,2174
2024-09,CreditCard,integrado,1915,317739.01,2174
2024-09,CreditCard,recusado_por_risco,32,4530.44,2174
2024-09,,cancelado,34,529.36,2174
2024-09,Pix,integrado,1559,228801.97,2174
2024-08,Boleto,integrado,49,7329.06,2174
2024-07,Pix,cancelado,209,31260.53,2174
2024-07,Pix,integrado,2154,213600.63,2174
2024-08,CreditCard,integrado,1261,212859.90,2174
2024-08,CreditCard,cancelado,648,70270.71,2174
2024-09,CreditCard,cancelado,674,115666.32,2174
2024-09,Pix,cancelado,176,1523993.07,2174
2024-09,Boleto,integrado,102,15992.12,2174
2024-08,CreditCard,recusado_por_risco,30,2490.08,2174
2024-08,,cancelado,23,237.71,2174
2024-09,Pix,cancelado,1,23.65,2175
2024-08,Pix,cancelado,3,360.70,2175
2024-07,Pix,cancelado,3,299.90,2175
2024-07,Pix,integrado,88,18214.36,2176
2024-09,Pix,cancelado,13,2244.00,2176
2024-08,Boleto,integrado,11,2029.10,2176
2024-08,CreditCard,cancelado,26,6664.05,2176
2024-08,CreditCard,integrado,121,37547.88,2176
2024-09,CreditCard,integrado,55,11034.79,2176
2024-09,Boleto,integrado,4,576.00,2176
2024-09,Pix,integrado,48,8851.46,2176
2024-07,Pix,cancelado,17,3312.83,2176
2024-07,Boleto,integrado,7,1103.00,2176
2024-07,CreditCard,integrado,91,20426.25,2176
2024-07,CreditCard,cancelado,21,5091.82,2176
2024-09,CreditCard,cancelado,6,1223.20,2176
2024-08,Pix,integrado,88,17624.12,2176
2024-08,Pix,cancelado,17,3460.11,2176
2024-07,CreditCard,recusado_por_risco,1,249.00,2176
2024-07,Pix,integrado,7,3057.02,2177
2024-08,Pix,cancelado,17,5697.06,2177
2024-08,CreditCard,integrado,18,7879.23,2177
2024-09,Pix,cancelado,4,937.60,2177
2024-09,Pix,integrado,8,3083.30,2177
2024-07,CreditCard,integrado,16,8666.34,2177
2024-09,CreditCard,integrado,17,7759.49,2177
2024-07,Pix,cancelado,13,5619.99,2177
2024-08,CreditCard,cancelado,3,793.18,2177
2024-08,Boleto,integrado,2,634.19,2177
2024-07,Boleto,integrado,2,791.49,2177
2024-08,Pix,integrado,12,3541.54,2177
2024-07,CreditCard,cancelado,12,5851.60,2177
2024-09,CreditCard,cancelado,4,2049.00,2177
2024-08,CreditCard,recusado_por_risco,1,301.92,2177
2024-07,Pix,integrado,3,299.97,2178
2024-08,Pix,integrado,1,94.90,2178
2024-08,Pix,cancelado,1,119.90,2178
2024-08,CreditCard,integrado,2,492.49,2179
2024-08,CreditCard,cancelado,4,908.50,2179
2024-07,CreditCard,cancelado,2,379.80,2179
2024-07,Pix,cancelado,1,229.80,2179
2024-09,CreditCard,cancelado,4,891.80,2179
2024-09,CreditCard,integrado,2,398.70,2179
2024-08,Pix,integrado,1,189.90,2179
2024-07,CreditCard,recusado_por_risco,1,189.90,2179
2024-07,CreditCard,integrado,4,804.96,2179
2024-07,Pix,integrado,2,339.80,2179
2024-08,Pix,cancelado,1,189.90,2179
2024-08,CreditCard,integrado,2,23195.00,2180
2024-07,CreditCard,integrado,1,7050.00,2180
2024-09,CreditCard,cancelado,3,6200.00,2180
2024-09,CreditCard,integrado,1,6314.00,2180
2024-07,CreditCard,cancelado,1,8785.00,2180
2024-07,CreditCard,cancelado,2,384.47,2181
2024-07,Pix,integrado,30,6713.13,2181
2024-09,CreditCard,cancelado,24,11766.73,2181
2024-09,Pix,integrado,108,26855.55,2181
2024-08,Pix,cancelado,20,5147.84,2181
2024-08,CreditCard,cancelado,17,7560.31,2181
2024-08,Pix,integrado,123,33311.15,2181
2024-07,CreditCard,integrado,12,3452.30,2181
2024-08,CreditCard,integrado,85,28825.16,2181
2024-09,Pix,cancelado,35,9277.27,2181
2024-07,Pix,cancelado,8,1973.31,2181
2024-09,CreditCard,integrado,112,37078.50,2181
2024-07,Pix,integrado,48,4707.20,2182
2024-09,Pix,integrado,36,2939.42,2182
2024-07,Pix,cancelado,30,5049.00,2182
2024-09,Pix,cancelado,16,1432.41,2182
2024-09,CreditCard,integrado,2,325.22,2182
2024-07,Boleto,integrado,1,120.00,2182
2024-09,Boleto,integrado,2,142.05,2182
2024-08,Pix,integrado,74,6142.32,2182
2024-08,Pix,cancelado,35,5057.95,2182
2024-09,CreditCard,cancelado,11,1903.76,2182
2024-09,CreditCard,recusado_por_risco,1,88.90,2182
2024-09,Pix,integrado,2,219.91,2183
2024-09,CreditCard,integrado,1,43.09,2183
2024-08,CreditCard,integrado,1,19.90,2183
2024-07,Pix,cancelado,2,493.64,2183
2024-07,Pix,integrado,1,433.64,2183
2024-08,Pix,cancelado,1,29.90,2183
2024-08,Pix,integrado,113,20291.38,2184
2024-07,Pix,integrado,63,12475.70,2184
2024-09,CreditCard,cancelado,48,15055.85,2184
2024-07,Pix,cancelado,21,3181.22,2184
2024-09,Pix,integrado,177,32760.57,2184
2024-08,CreditCard,cancelado,37,8216.56,2184
2024-09,CreditCard,integrado,69,16636.38,2184
2024-07,CreditCard,integrado,25,5499.45,2184
2024-07,CreditCard,cancelado,48,26572.74,2184
2024-07,CreditCard,recusado_por_risco,5,2240.04,2184
2024-08,CreditCard,integrado,58,13008.79,2184
2024-08,CreditCard,recusado_por_risco,7,3367.65,2184
2024-09,Pix,cancelado,65,11205.67,2184
2024-08,Pix,cancelado,41,7032.70,2184
2024-09,CreditCard,recusado_por_risco,15,3718.94,2184
2024-08,CreditCard,integrado,32,8921.42,2185
2024-07,CreditCard,cancelado,39,20447.83,2185
2024-09,CreditCard,integrado,36,9891.71,2185
2024-09,CreditCard,cancelado,5,1447.97,2185
2024-07,CreditCard,recusado_por_risco,3,708.15,2185
2024-07,CreditCard,integrado,27,6577.87,2185
2024-08,CreditCard,cancelado,12,2804.10,2185
2024-08,Pix,integrado,5,1433.37,2186
2024-09,CreditCard,cancelado,19,20753.33,2186
2024-07,CreditCard,cancelado,26,30420.14,2186
2024-07,Pix,cancelado,1,112.17,2186
2024-08,CreditCard,recusado_por_risco,4,3964.80,2186
2024-08,CreditCard,cancelado,27,14440.95,2186
2024-09,CreditCard,integrado,4,1992.54,2186
2024-09,CreditCard,recusado_por_risco,2,2346.17,2186
2024-07,CreditCard,integrado,4,937.86,2186
2024-07,Pix,integrado,8,2874.40,2186
2024-08,Pix,cancelado,1,226.26,2186
2024-08,CreditCard,integrado,2,551.10,2186
2024-09,Pix,integrado,3,358.50,2186
2024-07,CreditCard,recusado_por_risco,3,3923.78,2186
2024-08,CreditCard,integrado,6,1594.02,2187
2024-09,Pix,cancelado,5,1041.50,2187
2024-07,CreditCard,recusado_por_risco,2,586.67,2187
2024-07,CreditCard,integrado,6,1240.72,2187
2024-07,CreditCard,cancelado,13,3612.34,2187
2024-08,Pix,integrado,5,1335.40,2187
2024-08,CreditCard,cancelado,1,196.37,2187
2024-07,Pix,cancelado,6,1231.40,2187
2024-09,CreditCard,integrado,2,614.97,2187
2024-07,Pix,integrado,3,515.80,2187
2024-09,Pix,integrado,4,921.50,2187
2024-08,Pix,cancelado,4,1161.60,2187
2024-08,CreditCard,recusado_por_risco,1,187.90,2187
2024-08,CreditCard,cancelado,3,419.96,2188
2024-08,CreditCard,recusado_por_risco,1,69.99,2188
2024-08,CreditCard,integrado,1,149.99,2188
2024-09,CreditCard,integrado,2,284.14,2189
2024-08,CreditCard,integrado,1,225.35,2189
2024-09,Pix,cancelado,8,1966.83,2189
2024-08,Pix,cancelado,2,323.82,2189
2024-09,Pix,cancelado,21,2821.41,2190
2024-08,CreditCard,integrado,4,519.60,2190
2024-08,Pix,integrado,27,3018.16,2190
2024-08,Pix,cancelado,16,2259.99,2190
2024-09,CreditCard,cancelado,10,2621.60,2190
2024-08,CreditCard,cancelado,6,909.30,2190
2024-09,Pix,integrado,15,2131.65,2190
2024-09,CreditCard,integrado,1,432.70,2190
2024-08,CreditCard,cancelado,3,1014.03,2191
2024-09,CreditCard,cancelado,7,2114.53,2191
2024-09,CreditCard,integrado,2,783.38,2191
2024-07,Pix,integrado,24,36325.96,2192
2024-07,Pix,cancelado,20,35727.80,2192
2024-09,Pix,cancelado,1,95.99,2192
2024-07,CreditCard,cancelado,75,128214.76,2192
2024-08,CreditCard,recusado_por_risco,1,2025.00,2192
2024-07,CreditCard,integrado,88,149951.12,2192
2024-07,CreditCard,recusado_por_risco,11,18858.96,2192
2024-09,CreditCard,cancelado,26,52080.01,2192
2024-09,CreditCard,recusado_por_risco,3,6300.00,2192
2024-08,CreditCard,integrado,20,35434.63,2192
2024-08,Boleto,integrado,1,2100.00,2192
2024-08,CreditCard,cancelado,37,62366.92,2192
2024-07,Boleto,integrado,6,8495.00,2192
2024-08,Pix,cancelado,41,66307.00,2192
2024-08,Pix,integrado,5,6971.00,2192
2024-08,CreditCard,integrado,9,4381.95,2193
2024-07,CreditCard,integrado,10,5265.92,2193
2024-09,CreditCard,integrado,1,1350.00,2193
2024-07,CreditCard,cancelado,3,2045.00,2193
2024-09,Pix,integrado,2,765.42,2193
2024-07,Pix,cancelado,1,284.05,2193
2024-08,Pix,integrado,3,1305.61,2193
2024-08,Pix,cancelado,2,775.43,2193
2024-07,Pix,integrado,1,817.50,2193
2024-09,CreditCard,cancelado,1,299.00,2193
2024-07,Pix,integrado,27,3086.28,2194
2024-08,Pix,cancelado,4,401.54,2194
2024-09,Pix,cancelado,4,419.40,2194
2024-09,Pix,integrado,13,1424.20,2194
2024-07,Pix,cancelado,7,693.57,2194
2024-08,CreditCard,integrado,5,531.30,2194
2024-07,CreditCard,integrado,9,1090.26,2194
2024-07,Boleto,integrado,2,253.69,2194
2024-08,CreditCard,cancelado,1,93.89,2194
2024-09,CreditCard,integrado,6,631.26,2194
2024-08,Pix,integrado,13,1426.28,2194
2024-09,Boleto,integrado,1,119.85,2194
2024-08,Boleto,integrado,2,187.78,2194
2024-07,Pix,integrado,371,120310.63,2195
2024-07,CreditCard,integrado,457,144059.54,2195
2024-07,Pix,cancelado,107,97739.05,2195
2024-07,CreditCard,cancelado,123,54455.34,2195
2024-08,CreditCard,integrado,1,329.78,2195
2024-08,Pix,integrado,36,14812.73,2195
2024-08,Pix,cancelado,11,2768.60,2195
2024-08,CreditCard,cancelado,1,173.50,2195
2024-08,CreditCard,integrado,32,9378.44,2196
2024-08,CreditCard,recusado_por_risco,3,3562.04,2196
2024-08,CreditCard,cancelado,9,4525.25,2196
2024-07,Boleto,integrado,6,3885.24,2196
2024-07,CreditCard,integrado,22,5950.77,2196
2024-08,Pix,integrado,26,3237.35,2196
2024-07,CreditCard,cancelado,17,14045.86,2196
2024-08,Boleto,integrado,6,1036.71,2196
2024-08,Pix,cancelado,4,1561.64,2196
2024-09,CreditCard,recusado_por_risco,3,3628.55,2196
2024-09,CreditCard,cancelado,6,4929.56,2196
2024-09,CreditCard,integrado,18,3447.87,2196
2024-09,Pix,cancelado,1,246.58,2196
2024-07,Pix,integrado,24,5985.64,2196
2024-09,Pix,integrado,8,944.25,2196
2024-07,Pix,cancelado,3,1580.19,2196
2024-09,Boleto,integrado,1,837.39,2196
2024-08,CreditCard,integrado,11,4040.63,2197
2024-08,CreditCard,cancelado,2,1431.60,2197
2024-07,Boleto,integrado,1,406.27,2197
2024-09,Pix,integrado,6,1581.18,2197
2024-07,Pix,integrado,19,7559.94,2197
2024-08,Boleto,integrado,3,932.34,2197
2024-09,Boleto,integrado,1,637.60,2197
2024-08,Pix,integrado,8,3008.68,2197
2024-08,Pix,cancelado,1,366.92,2197
2024-07,CreditCard,integrado,8,3040.56,2197
2024-09,CreditCard,integrado,4,1805.56,2197
2024-07,Pix,cancelado,1,406.27,2197
2024-08,CreditCard,integrado,26,10919.42,2198
2024-08,Pix,integrado,41,16585.92,2198
2024-07,CreditCard,cancelado,13,5701.55,2198
2024-07,Pix,integrado,38,11818.77,2198
2024-07,CreditCard,integrado,28,11584.00,2198
2024-08,CreditCard,cancelado,5,5051.68,2198
2024-09,CreditCard,cancelado,2,599.80,2198
2024-09,Pix,integrado,25,6653.94,2198
2024-08,Pix,cancelado,3,1248.32,2198
2024-09,CreditCard,integrado,11,4735.42,2198
2024-09,Boleto,integrado,1,169.90,2198
2024-07,Pix,cancelado,5,1510.14,2198
2024-07,CreditCard,recusado_por_risco,1,281.86,2198
2024-08,Boleto,integrado,1,149.90,2198
2024-09,CreditCard,recusado_por_risco,4,1396.00,2199
2024-09,CreditCard,cancelado,17,3837.59,2199
2024-08,CreditCard,recusado_por_risco,11,8107.86,2199
2024-07,Pix,integrado,1,129.68,2199
2024-08,CreditCard,cancelado,17,11082.85,2199
2024-09,Pix,integrado,1,138.60,2199
2024-08,Pix,integrado,1,158.94,2199
2024-07,CreditCard,integrado,29,5723.65,2200
2024-07,CreditCard,cancelado,4,853.16,2200
2024-07,Pix,integrado,28,4559.70,2200
2024-07,Pix,cancelado,5,911.94,2200
2024-09,Pix,integrado,11,1759.98,2200
2024-08,CreditCard,integrado,21,4715.75,2200
2024-07,Boleto,integrado,6,1119.93,2200
2024-09,Pix,cancelado,5,798.92,2200
2024-08,Pix,integrado,30,5758.51,2200
2024-08,Boleto,integrado,5,799.95,2200
2024-08,Pix,cancelado,10,1825.79,2200
2024-08,CreditCard,cancelado,6,1471.91,2200
2024-09,CreditCard,integrado,9,2047.87,2200
2024-09,Boleto,integrado,1,159.99,2200
2024-09,CreditCard,cancelado,1,404.08,2200
2024-07,Pix,integrado,14,6779.20,2201
2024-09,Pix,integrado,3,1564.65,2201
2024-07,CreditCard,cancelado,9,6233.69,2201
2024-07,CreditCard,integrado,12,6743.44,2201
2024-08,CreditCard,integrado,5,2877.26,2201
2024-08,Pix,integrado,3,1564.65,2201
2024-09,CreditCard,cancelado,2,1218.24,2201
2024-09,CreditCard,integrado,3,1707.12,2201
2024-07,Pix,cancelado,5,2370.25,2201
2024-08,Pix,cancelado,2,1043.10,2201
2024-07,CreditCard,recusado_por_risco,2,1638.22,2201
2024-07,Pix,cancelado,1,215.50,2202
2024-08,CreditCard,cancelado,7,3078.96,2203
2024-09,CreditCard,cancelado,1,397.00,2203
2024-07,CreditCard,cancelado,17,7096.17,2204
2024-09,CreditCard,integrado,5,1379.49,2204
2024-08,Pix,cancelado,12,1515.02,2204
2024-08,Pix,integrado,18,1738.78,2204
2024-09,CreditCard,recusado_por_risco,1,186.50,2204
2024-09,Pix,integrado,8,1117.48,2204
2024-09,Pix,cancelado,5,997.47,2204
2024-07,Pix,integrado,7,873.37,2204
2024-08,CreditCard,integrado,2,274.67,2204
2024-07,CreditCard,integrado,5,1732.78,2204
2024-09,CreditCard,cancelado,2,391.16,2204
2024-07,CreditCard,recusado_por_risco,1,333.40,2204
2024-07,Pix,cancelado,1,74.01,2204
2024-07,Pix,cancelado,36,39782.09,2205
2024-07,CreditCard,cancelado,20,17670.19,2205
2024-07,CreditCard,recusado_por_risco,3,2937.20,2205
2024-07,CreditCard,integrado,15,7320.84,2205
2024-07,Pix,integrado,24,3933.50,2205
2024-07,Pix,cancelado,2,13.42,2206
2024-07,CreditCard,integrado,208,68012.00,2207
2024-07,Pix,integrado,195,48297.10,2207
2024-08,Pix,integrado,92,21159.20,2207
2024-08,CreditCard,cancelado,20,8774.00,2207
2024-09,Pix,integrado,77,17947.40,2207
2024-08,Pix,cancelado,27,8024.60,2207
2024-09,CreditCard,cancelado,24,8754.50,2207
2024-09,CreditCard,recusado_por_risco,4,749.50,2207
2024-09,CreditCard,integrado,80,21784.20,2207
2024-07,CreditCard,cancelado,28,9903.80,2207
2024-08,CreditCard,integrado,112,34129.68,2207
2024-07,Pix,cancelado,39,10823.40,2207
2024-08,CreditCard,recusado_por_risco,2,389.70,2207
2024-09,Pix,cancelado,19,5915.80,2207
2024-08,CreditCard,integrado,306,130329.71,2208
2024-08,CreditCard,cancelado,479,194494.56,2208
2024-07,CreditCard,integrado,393,161980.64,2208
2024-07,CreditCard,cancelado,429,188982.34,2208
2024-09,CreditCard,integrado,212,77054.85,2208
2024-09,CreditCard,recusado_por_risco,30,9932.65,2208
2024-08,CreditCard,recusado_por_risco,46,20887.01,2208
2024-09,Pix,integrado,4,1078.52,2208
2024-07,Pix,integrado,8,2522.36,2208
2024-08,Pix,cancelado,8,2476.80,2208
2024-07,Pix,cancelado,7,1995.54,2208
2024-09,CreditCard,cancelado,293,107233.47,2208
2024-07,CreditCard,recusado_por_risco,41,21240.59,2208
2024-08,Pix,integrado,11,2365.38,2208
2024-09,Pix,cancelado,1,444.95,2208
2024-08,Pix,integrado,145,17025.00,2209
2024-07,Pix,integrado,130,12990.00,2209
2024-08,Pix,cancelado,12,1810.00,2209
2024-09,Pix,cancelado,7,735.00,2209
2024-08,CreditCard,integrado,50,6391.59,2209
2024-08,CreditCard,cancelado,19,4810.00,2209
2024-09,CreditCard,integrado,36,3490.93,2209
2024-07,CreditCard,integrado,45,4663.06,2209
2024-09,CreditCard,cancelado,20,2128.00,2209
2024-09,CreditCard,recusado_por_risco,1,96.39,2209
2024-08,CreditCard,recusado_por_risco,2,200.00,2209
2024-07,CreditCard,cancelado,9,810.00,2209
2024-09,Pix,integrado,110,11112.00,2209
2024-07,Pix,cancelado,25,2205.00,2209
2024-09,CreditCard,integrado,16,4746.26,2210
2024-07,CreditCard,integrado,9,2037.05,2210
2024-07,CreditCard,cancelado,10,2848.07,2210
2024-09,CreditCard,cancelado,6,1555.73,2210
2024-07,CreditCard,recusado_por_risco,1,230.23,2210
2024-08,Pix,integrado,1,58.49,2211
2024-07,CreditCard,integrado,1,182.88,2211
2024-08,CreditCard,integrado,37,7231.18,2212
2024-09,CreditCard,integrado,46,10355.41,2212
2024-09,CreditCard,cancelado,18,4211.40,2212
2024-09,CreditCard,recusado_por_risco,2,438.86,2212
2024-08,CreditCard,recusado_por_risco,1,153.17,2212
2024-08,CreditCard,cancelado,12,2268.68,2212
2024-07,CreditCard,cancelado,10,5761.40,2213
2024-08,Pix,cancelado,13,2390.70,2213
2024-08,CreditCard,integrado,21,6760.34,2213
2024-08,CreditCard,cancelado,6,2942.22,2213
2024-07,CreditCard,integrado,24,5667.30,2213
2024-08,Pix,integrado,21,5107.43,2213
2024-09,CreditCard,integrado,7,2137.32,2213
2024-07,Pix,integrado,24,5604.91,2213
2024-09,CreditCard,cancelado,8,3225.50,2213
2024-07,Pix,cancelado,10,2171.46,2213
2024-09,Pix,integrado,7,1397.57,2213
2024-09,Pix,cancelado,2,482.60,2213
2024-07,CreditCard,integrado,38,7070.12,2214
2024-07,CreditCard,cancelado,9,2139.30,2214
2024-09,CreditCard,cancelado,7,1971.50,2214
2024-08,CreditCard,integrado,35,6836.68,2214
